event_ticker,market_ticker,market_title,yes_subtitle,series_ticker,away_team,home_team,kickoff_ts,matched_via
KXNCAAFGAME-25OCT28JMUTXST,KXNCAAFGAME-25OCT28JMUTXST-TXST,James Madison at Texas State Winner?,TXST,KXNCAAFGAME,James Madison,Texas State,1761696000,API_UPDATE
KXNCAAFGAME-25OCT28UTEPKENN,KXNCAAFGAME-25OCT28UTEPKENN-KENN,UTEP at Kennesaw State Winner?,KENN,KXNCAAFGAME,UTEP,Kennesaw State,1761696000,API_UPDATE
KXNCAAFGAME-25OCT29JACKMTSU,KXNCAAFGAME-25OCT29JACKMTSU-MTSU,Jacksonville State at Middle Tennessee Winner?,MTSU,KXNCAAFGAME,Jacksonville State,Middle Tennessee,1761780600,API_UPDATE
KXNCAAFGAME-25OCT30FLORMISS,KXNCAAFGAME-25OCT30FLORMISS-MISS,Florida International at Missouri State Winner?,MISS,KXNCAAFGAME,Florida International,Missouri State,1761782400,API_UPDATE
KXNCAAFGAME-25OCT30NORFDELA,KXNCAAFGAME-25OCT30NORFDELA-DELA,Norfolk State at Delaware State Winner?,DELA,KXNCAAFGAME,Norfolk State,Delaware State,1761865200,API_UPDATE
KXNCAAFGAME-25OCT30TULNUTSA,KXNCAAFGAME-25OCT30TULNUTSA-UTSA,Tulane at UTSA Winner?,UTSA,KXNCAAFGAME,Tulane,UTSA,1761867000,API_UPDATE
KXNCAAFGAME-25OCT30MRSHCCAR,KXNCAAFGAME-25OCT30MRSHCCAR-CCAR,Marshall at Coastal Carolina Winner?,CCAR,KXNCAAFGAME,Marshall,Coastal Carolina,1761867000,API_UPDATE
KXNCAAFGAME-25OCT31BROWPENN,KXNCAAFGAME-25OCT31BROWPENN-PENN,Brown at Pennsylvania Winner?,PENN,KXNCAAFGAME,Brown,Pennsylvania,1761951600,API_UPDATE
KXNCAAFGAME-25OCT31MEMRICE,KXNCAAFGAME-25OCT31MEMRICE-RICE,Memphis at Rice Winner?,RICE,KXNCAAFGAME,Memphis,Rice,1761951600,API_UPDATE
KXNCAAFGAME-25OCT31UNCSYR,KXNCAAFGAME-25OCT31UNCSYR-SYR,North Carolina at Syracuse Winner?,SYR,KXNCAAFGAME,North Carolina,Syracuse,1761953400,API_UPDATE
KXNCAAFGAME-25OCT31SHSULT,KXNCAAFGAME-25OCT31SHSULT-LT,Sam Houston at Louisiana Tech Winner?,LT,KXNCAAFGAME,Sam Houston,Louisiana Tech,1761955200,API_UPDATE
KXNCAAFGAME-25NOV01IDAHNORT,KXNCAAFGAME-25NOV01IDAHNORT-NORT,Idaho at Northern Arizona Winner?,NORT,KXNCAAFGAME,Idaho,Northern Arizona,1761964200,API_UPDATE
KXNCAAFGAME-25NOV01UCFBAY,KXNCAAFGAME-25NOV01UCFBAY-BAY,UCF at Baylor Winner?,BAY,KXNCAAFGAME,UCF,Baylor,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01LOCKMILL,KXNCAAFGAME-25NOV01LOCKMILL-MILL,Lock Haven University at Millersville Winner?,MILL,KXNCAAFGAME,Lock Haven University,Millersville,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01SHIPSHEP,KXNCAAFGAME-25NOV01SHIPSHEP-SHEP,Shippensburg at Shepherd Winner?,SHEP,KXNCAAFGAME,Shippensburg,Shepherd,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01SUNYHART,KXNCAAFGAME-25NOV01SUNYHART-HART,SUNY Morrisville at Hartwick Winner?,HART,KXNCAAFGAME,SUNY Morrisville,Hartwick,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01JUNIWILK,KXNCAAFGAME-25NOV01JUNIWILK-WILK,Juniata College at Wilkes Winner?,WILK,KXNCAAFGAME,Juniata College,Wilkes,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01HUNTBREV,KXNCAAFGAME-25NOV01HUNTBREV-BREV,Huntingdon College (AL) at Brevard College Winner?,BREV,KXNCAAFGAME,Huntingdon College (AL),Brevard College,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01LAKEOHIO,KXNCAAFGAME-25NOV01LAKEOHIO-OHIO,Lake Erie at Ohio Dominican Winner?,OHIO,KXNCAAFGAME,Lake Erie,Ohio Dominican,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01LYCOCATH,KXNCAAFGAME-25NOV01LYCOCATH-CATH,Lycoming at Catholic Winner?,CATH,KXNCAAFGAME,Lycoming,Catholic,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01COASSALV,KXNCAAFGAME-25NOV01COASSALV-SALV,Coast Guard at Salve Regina Winner?,SALV,KXNCAAFGAME,Coast Guard,Salve Regina,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01MASSWEST,KXNCAAFGAME-25NOV01MASSWEST-WEST,Mass Maritime at Westfield State Winner?,WEST,KXNCAAFGAME,Mass Maritime,Westfield State,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01WORCMIT,KXNCAAFGAME-25NOV01WORCMIT-MIT,Worcester Polytechnic Institute at MIT Winner?,MIT,KXNCAAFGAME,Worcester Polytechnic Institute,MIT,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01FRAMPLYM,KXNCAAFGAME-25NOV01FRAMPLYM-PLYM,Framingham State at Plymouth State Winner?,PLYM,KXNCAAFGAME,Framingham State,Plymouth State,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01UMASDEAN,KXNCAAFGAME-25NOV01UMASDEAN-DEAN,UMass Dartmouth at Dean College Winner?,DEAN,KXNCAAFGAME,UMass Dartmouth,Dean College,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01WVUHOU,KXNCAAFGAME-25NOV01WVUHOU-HOU,West Virginia at Houston Winner?,HOU,KXNCAAFGAME,West Virginia,Houston,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01HILLTHOM,KXNCAAFGAME-25NOV01HILLTHOM-THOM,Hillsdale at Thomas More College Winner?,THOM,KXNCAAFGAME,Hillsdale,Thomas More College,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01FERRNORT,KXNCAAFGAME-25NOV01FERRNORT-NORT,Ferrum at North Greenville Winner?,NORT,KXNCAAFGAME,Ferrum,North Greenville,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01ARMYAFA,KXNCAAFGAME-25NOV01ARMYAFA-AFA,Army at Air Force Winner?,AFA,KXNCAAFGAME,Army,Air Force,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01EASTKUTZ,KXNCAAFGAME-25NOV01EASTKUTZ-KUTZ,East Stroudsburg University at Kutztown University Winner?,KUTZ,KXNCAAFGAME,East Stroudsburg University,Kutztown University,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01EDINSETO,KXNCAAFGAME-25NOV01EDINSETO-SETO,Edinboro University at Seton Hill Winner?,SETO,KXNCAAFGAME,Edinboro University,Seton Hill,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01BLOOWEST,KXNCAAFGAME-25NOV01BLOOWEST-WEST,Bloomsburg at West Chester Winner?,WEST,KXNCAAFGAME,Bloomsburg,West Chester,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01SOUTASSU,KXNCAAFGAME-25NOV01SOUTASSU-ASSU,Southern Connecticut State at Assumption Winner?,ASSU,KXNCAAFGAME,Southern Connecticut State,Assumption,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01CONCWHEE,KXNCAAFGAME-25NOV01CONCWHEE-WHEE,Concord University at Wheeling Winner?,WHEE,KXNCAAFGAME,Concord University,Wheeling,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01ROOSMICH,KXNCAAFGAME-25NOV01ROOSMICH-MICH,Roosevelt at Michigan Tech Winner?,MICH,KXNCAAFGAME,Roosevelt,Michigan Tech,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01SAGIDAVE,KXNCAAFGAME-25NOV01SAGIDAVE-DAVE,Saginaw Valley State at Davenport Winner?,DAVE,KXNCAAFGAME,Saginaw Valley State,Davenport,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01MCKEUPPE,KXNCAAFGAME-25NOV01MCKEUPPE-UPPE,McKendree at Upper Iowa University Winner?,UPPE,KXNCAAFGAME,McKendree,Upper Iowa University,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01ALFRBROC,KXNCAAFGAME-25NOV01ALFRBROC-BROC,Alfred University at Brockport Winner?,BROC,KXNCAAFGAME,Alfred University,Brockport,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01UABCONN,KXNCAAFGAME-25NOV01UABCONN-CONN,UAB at UConn Winner?,CONN,KXNCAAFGAME,UAB,UConn,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01VANTEX,KXNCAAFGAME-25NOV01VANTEX-TEX,Vanderbilt at Texas Winner?,TEX,KXNCAAFGAME,Vanderbilt,Texas,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01BUFFBGSU,KXNCAAFGAME-25NOV01BUFFBGSU-BGSU,Buffalo at Bowling Green Winner?,BGSU,KXNCAAFGAME,Buffalo,Bowling Green,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01NAVYUNT,KXNCAAFGAME-25NOV01NAVYUNT-UNT,Navy at North Texas Winner?,UNT,KXNCAAFGAME,Navy,North Texas,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01RUTGILL,KXNCAAFGAME-25NOV01RUTGILL-ILL,Rutgers at Illinois Winner?,ILL,KXNCAAFGAME,Rutgers,Illinois,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01GEORLEHI,KXNCAAFGAME-25NOV01GEORLEHI-LEHI,Georgetown at Lehigh Winner?,LEHI,KXNCAAFGAME,Georgetown,Lehigh,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01COLUYALE,KXNCAAFGAME-25NOV01COLUYALE-YALE,Columbia at Yale Winner?,YALE,KXNCAAFGAME,Columbia,Yale,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01NEWHSACR,KXNCAAFGAME-25NOV01NEWHSACR-SACR,New Haven at Sacred Heart Winner?,SACR,KXNCAAFGAME,New Haven,Sacred Heart,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01TOWSNORT,KXNCAAFGAME-25NOV01TOWSNORT-NORT,Towson at North Carolina A&T Winner?,NORT,KXNCAAFGAME,Towson,North Carolina A&T,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01WAGNST.F,KXNCAAFGAME-25NOV01WAGNST.F-ST.F,Wagner at St. Francis (PA) Winner?,ST.F,KXNCAAFGAME,Wagner,St. Francis (PA),1762012800,API_UPDATE
KXNCAAFGAME-25NOV01LONGCENT,KXNCAAFGAME-25NOV01LONGCENT-CENT,Long Island University at Central Connecticut Winner?,CENT,KXNCAAFGAME,Long Island University,Central Connecticut,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01DUKECLEM,KXNCAAFGAME-25NOV01DUKECLEM-CLEM,Duke at Clemson Winner?,CLEM,KXNCAAFGAME,Duke,Clemson,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01MIASMU,KXNCAAFGAME-25NOV01MIASMU-SMU,Miami at SMU Winner?,SMU,KXNCAAFGAME,Miami,SMU,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01PSUOSU,KXNCAAFGAME-25NOV01PSUOSU-OSU,Penn State at Ohio State Winner?,OSU,KXNCAAFGAME,Penn State,Ohio State,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01HOBAUNIV,KXNCAAFGAME-25NOV01HOBAUNIV-UNIV,Hobart College at University of Rochester (NY) Winner?,UNIV,KXNCAAFGAME,Hobart College,University of Rochester (NY),1762012800,API_UPDATE
KXNCAAFGAME-25NOV01CURRHUSS,KXNCAAFGAME-25NOV01CURRHUSS-HUSS,Curry College at Husson Winner?,HUSS,KXNCAAFGAME,Curry College,Husson,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01ROWACOLL,KXNCAAFGAME-25NOV01ROWACOLL-COLL,Rowan at College Of New Jersey Winner?,COLL,KXNCAAFGAME,Rowan,College Of New Jersey,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01MAINENDI,KXNCAAFGAME-25NOV01MAINENDI-ENDI,Maine Maritime at Endicott College Winner?,ENDI,KXNCAAFGAME,Maine Maritime,Endicott College,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01MISEFDU-,KXNCAAFGAME-25NOV01MISEFDU--FDU-,Misericordia at FDU-Florham Winner?,FDU-,KXNCAAFGAME,Misericordia,FDU-Florham,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01BRIDFITC,KXNCAAFGAME-25NOV01BRIDFITC-FITC,Bridgewater State at Fitchburg State Winner?,FITC,KXNCAAFGAME,Bridgewater State,Fitchburg State,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01BENTST.A,KXNCAAFGAME-25NOV01BENTST.A-ST.A,Bentley at St. Anselm Winner?,ST.A,KXNCAAFGAME,Bentley,St. Anselm,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01SPRINORW,KXNCAAFGAME-25NOV01SPRINORW-NORW,Springfield at Norwich Winner?,NORW,KXNCAAFGAME,Springfield,Norwich,1762012800,API_UPDATE
KXNCAAFGAME-25NOV01FINDNORT,KXNCAAFGAME-25NOV01FINDNORT-NORT,Findlay at Northwood (MI) Winner?,NORT,KXNCAAFGAME,Findlay,Northwood (MI),1762012800,API_UPDATE
KXNCAAFGAME-25NOV01MIDDHAMI,KXNCAAFGAME-25NOV01MIDDHAMI-HAMI,Middlebury at Hamilton Winner?,HAMI,KXNCAAFGAME,Middlebury,Hamilton,1762014600,API_UPDATE
KXNCAAFGAME-25NOV01STJOUTIC,KXNCAAFGAME-25NOV01STJOUTIC-UTIC,St John Fisher University at Utica Winner?,UTIC,KXNCAAFGAME,St John Fisher University,Utica,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01LAFAHOLY,KXNCAAFGAME-25NOV01LAFAHOLY-HOLY,Lafayette at Holy Cross Winner?,HOLY,KXNCAAFGAME,Lafayette,Holy Cross,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01PRINCORN,KXNCAAFGAME-25NOV01PRINCORN-CORN,Princeton at Cornell Winner?,CORN,KXNCAAFGAME,Princeton,Cornell,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01DAVIMORE,KXNCAAFGAME-25NOV01DAVIMORE-MORE,Davidson at Morehead State Winner?,MORE,KXNCAAFGAME,Davidson,Morehead State,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01DRAKBUTL,KXNCAAFGAME-25NOV01DRAKBUTL-BUTL,Drake at Butler Winner?,BUTL,KXNCAAFGAME,Drake,Butler,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01STONMAIN,KXNCAAFGAME-25NOV01STONMAIN-MAIN,Stony Brook at Maine Winner?,MAIN,KXNCAAFGAME,Stony Brook,Maine,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01MCDAFRAN,KXNCAAFGAME-25NOV01MCDAFRAN-FRAN,McDaniel College at Franklin & Marshall Winner?,FRAN,KXNCAAFGAME,McDaniel College,Franklin & Marshall,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01SUSQWEST,KXNCAAFGAME-25NOV01SUSQWEST-WEST,Susquehanna at Western Connecticut St Winner?,WEST,KXNCAAFGAME,Susquehanna,Western Connecticut St,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01BUFFITHA,KXNCAAFGAME-25NOV01BUFFITHA-ITHA,Buffalo State at Ithaca College Winner?,ITHA,KXNCAAFGAME,Buffalo State,Ithaca College,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01BATEBOWD,KXNCAAFGAME-25NOV01BATEBOWD-BOWD,Bates at Bowdoin Winner?,BOWD,KXNCAAFGAME,Bates,Bowdoin,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01RENSST.L,KXNCAAFGAME-25NOV01RENSST.L-ST.L,Rensselaer at St. Lawrence Winner?,ST.L,KXNCAAFGAME,Rensselaer,St. Lawrence,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01ALMATRIN,KXNCAAFGAME-25NOV01ALMATRIN-TRIN,Alma at Trine University Winner?,TRIN,KXNCAAFGAME,Alma,Trine University,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01CASTKEAN,KXNCAAFGAME-25NOV01CASTKEAN-KEAN,Castleton at Kean Winner?,KEAN,KXNCAAFGAME,Castleton,Kean,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01BELHSOUT,KXNCAAFGAME-25NOV01BELHSOUT-SOUT,Belhaven at Southern Virginia Winner?,SOUT,KXNCAAFGAME,Belhaven,Southern Virginia,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01ASUISU,KXNCAAFGAME-25NOV01ASUISU-ISU,Arizona State at Iowa State Winner?,ISU,KXNCAAFGAME,Arizona State,Iowa State,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01RHODMARY,KXNCAAFGAME-25NOV01RHODMARY-MARY,Rhodes College at Maryville College (TN) Winner?,MARY,KXNCAAFGAME,Rhodes College,Maryville College (TN),1762016400,API_UPDATE
KXNCAAFGAME-25NOV01TRINSEWA,KXNCAAFGAME-25NOV01TRINSEWA-SEWA,Trinity University TX at Sewanee Winner?,SEWA,KXNCAAFGAME,Trinity University TX,Sewanee,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01FROSPENN,KXNCAAFGAME-25NOV01FROSPENN-PENN,Frostburg State at PennWest California Winner?,PENN,KXNCAAFGAME,Frostburg State,PennWest California,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WESLWILL,KXNCAAFGAME-25NOV01WESLWILL-WILL,Wesleyan University (CT) at Williams Winner?,WILL,KXNCAAFGAME,Wesleyan University (CT),Williams,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01COLBTUFT,KXNCAAFGAME-25NOV01COLBTUFT-TUFT,Colby College at Tufts Winner?,TUFT,KXNCAAFGAME,Colby College,Tufts,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01CLARSLIP,KXNCAAFGAME-25NOV01CLARSLIP-SLIP,Clarion at Slippery Rock Winner?,SLIP,KXNCAAFGAME,Clarion,Slippery Rock,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01CARTNORT,KXNCAAFGAME-25NOV01CARTNORT-NORT,Carthage at North Park Winner?,NORT,KXNCAAFGAME,Carthage,North Park,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01CATACARS,KXNCAAFGAME-25NOV01CATACARS-CARS,Catawba at Carson-Newman College Winner?,CARS,KXNCAAFGAME,Catawba,Carson-Newman College,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WHEAELMH,KXNCAAFGAME-25NOV01WHEAELMH-ELMH,Wheaton at Elmhurst Winner?,ELMH,KXNCAAFGAME,Wheaton,Elmhurst,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01ADRIKALA,KXNCAAFGAME-25NOV01ADRIKALA-KALA,Adrian at Kalamazoo Winner?,KALA,KXNCAAFGAME,Adrian,Kalamazoo,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01DELAREAD,KXNCAAFGAME-25NOV01DELAREAD-READ,Delaware Valley at Reading Winner?,READ,KXNCAAFGAME,Delaware Valley,Reading,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WILLSALI,KXNCAAFGAME-25NOV01WILLSALI-SALI,William Paterson at Salisbury Winner?,SALI,KXNCAAFGAME,William Paterson,Salisbury,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01EASTWIDE,KXNCAAFGAME-25NOV01EASTWIDE-WIDE,Eastern University at Widener Winner?,WIDE,KXNCAAFGAME,Eastern University,Widener,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01GLENWEST,KXNCAAFGAME-25NOV01GLENWEST-WEST,Glenville State at West Virginia State Winner?,WEST,KXNCAAFGAME,Glenville State,West Virginia State,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WAYNCONC,KXNCAAFGAME-25NOV01WAYNCONC-CONC,Wayne State (NE) at Concordia University St Paul Winner?,CONC,KXNCAAFGAME,Wayne State (NE),Concordia University St Paul,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01SAVAALBA,KXNCAAFGAME-25NOV01SAVAALBA-ALBA,Savannah St at Albany State GA Winner?,ALBA,KXNCAAFGAME,Savannah St,Albany State GA,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01MONTCHRI,KXNCAAFGAME-25NOV01MONTCHRI-CHRI,Montclair State at Christopher Newport Winner?,CHRI,KXNCAAFGAME,Montclair State,Christopher Newport,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01BERRCENT,KXNCAAFGAME-25NOV01BERRCENT-CENT,Berry College at Centre College Kentucky Winner?,CENT,KXNCAAFGAME,Berry College,Centre College Kentucky,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01NORTCARR,KXNCAAFGAME-25NOV01NORTCARR-CARR,North Central College at Carroll University (WI) Winner?,CARR,KXNCAAFGAME,North Central College,Carroll University (WI),1762016400,API_UPDATE
KXNCAAFGAME-25NOV01BEMIMINN,KXNCAAFGAME-25NOV01BEMIMINN-MINN,Bemidji State at Minnesota State Moorhead Winner?,MINN,KXNCAAFGAME,Bemidji State,Minnesota State Moorhead,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01ALLEMORE,KXNCAAFGAME-25NOV01ALLEMORE-MORE,Allen at Morehouse College Winner?,MORE,KXNCAAFGAME,Allen,Morehouse College,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01MONMBRYA,KXNCAAFGAME-25NOV01MONMBRYA-BRYA,Monmouth at Bryant Winner?,BRYA,KXNCAAFGAME,Monmouth,Bryant,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01OBERDENI,KXNCAAFGAME-25NOV01OBERDENI-DENI,Oberlin at Denison University Winner?,DENI,KXNCAAFGAME,Oberlin,Denison University,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01MERRCOLG,KXNCAAFGAME-25NOV01MERRCOLG-COLG,Merrimack at Colgate Winner?,COLG,KXNCAAFGAME,Merrimack,Colgate,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01ROBESTON,KXNCAAFGAME-25NOV01ROBESTON-STON,Robert Morris at Stonehill Winner?,STON,KXNCAAFGAME,Robert Morris,Stonehill,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01VALPPRES,KXNCAAFGAME-25NOV01VALPPRES-PRES,Valparaiso at Presbyterian Winner?,PRES,KXNCAAFGAME,Valparaiso,Presbyterian,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01GARDTENN,KXNCAAFGAME-25NOV01GARDTENN-TENN,Gardner-Webb at Tennessee Tech Winner?,TENN,KXNCAAFGAME,Gardner-Webb,Tennessee Tech,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01POSTAMER,KXNCAAFGAME-25NOV01POSTAMER-AMER,Post University at American International Winner?,AMER,KXNCAAFGAME,Post University,American International,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WALSASHL,KXNCAAFGAME-25NOV01WALSASHL-ASHL,Walsh at Ashland Winner?,ASHL,KXNCAAFGAME,Walsh,Ashland,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01HOPEALBI,KXNCAAFGAME-25NOV01HOPEALBI-ALBI,Hope College at Albion Winner?,ALBI,KXNCAAFGAME,Hope College,Albion,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01OLIVCALV,KXNCAAFGAME-25NOV01OLIVCALV-CALV,Olivet College at Calvin University Winner?,CALV,KXNCAAFGAME,Olivet College,Calvin University,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01NICHBIDD,KXNCAAFGAME-25NOV01NICHBIDD-BIDD,Nichols College at Biddeford Winner?,BIDD,KXNCAAFGAME,Nichols College,Biddeford,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01LEBASTEV,KXNCAAFGAME-25NOV01LEBASTEV-STEV,Lebanon Valley at Stevenson Winner?,STEV,KXNCAAFGAME,Lebanon Valley,Stevenson,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01DEPAOHIO,KXNCAAFGAME-25NOV01DEPAOHIO-OHIO,Depauw at Ohio Wesleyan Winner?,OHIO,KXNCAAFGAME,Depauw,Ohio Wesleyan,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01THIEHIRA,KXNCAAFGAME-25NOV01THIEHIRA-HIRA,Thiel at Hiram College Winner?,HIRA,KXNCAAFGAME,Thiel,Hiram College,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01KENYWOOS,KXNCAAFGAME-25NOV01KENYWOOS-WOOS,Kenyon at Wooster Winner?,WOOS,KXNCAAFGAME,Kenyon,Wooster,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WITTWABA,KXNCAAFGAME-25NOV01WITTWABA-WABA,Wittenberg at Wabash College Winner?,WABA,KXNCAAFGAME,Wittenberg,Wabash College,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01HAMPGALL,KXNCAAFGAME-25NOV01HAMPGALL-GALL,Hampden-Sydney at Gallaudet Winner?,GALL,KXNCAAFGAME,Hampden-Sydney,Gallaudet,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01AMHETRIN,KXNCAAFGAME-25NOV01AMHETRIN-TRIN,Amherst at Trinity (CT) Winner?,TRIN,KXNCAAFGAME,Amherst,Trinity (CT),1762016400,API_UPDATE
KXNCAAFGAME-25NOV01CORTALFR,KXNCAAFGAME-25NOV01CORTALFR-ALFR,Cortland at Alfred State Winner?,ALFR,KXNCAAFGAME,Cortland,Alfred State,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01HILBUNIO,KXNCAAFGAME-25NOV01HILBUNIO-UNIO,Hilbert College at Union (NY) Winner?,UNIO,KXNCAAFGAME,Hilbert College,Union (NY),1762016400,API_UPDATE
KXNCAAFGAME-25NOV01GRANWAYN,KXNCAAFGAME-25NOV01GRANWAYN-WAYN,Grand Valley State University at Wayne State (MI) Winner?,WAYN,KXNCAAFGAME,Grand Valley State University,Wayne State (MI),1762016400,API_UPDATE
KXNCAAFGAME-25NOV01NORTFERR,KXNCAAFGAME-25NOV01NORTFERR-FERR,Northern Michigan at Ferris State Winner?,FERR,KXNCAAFGAME,Northern Michigan,Ferris State,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01KENTTIFF,KXNCAAFGAME-25NOV01KENTTIFF-TIFF,Kentucky Wesleyan at Tiffin Winner?,TIFF,KXNCAAFGAME,Kentucky Wesleyan,Tiffin,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WESTVALD,KXNCAAFGAME-25NOV01WESTVALD-VALD,West Alabama at Valdosta State Winner?,VALD,KXNCAAFGAME,West Alabama,Valdosta State,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01CENTNEBR,KXNCAAFGAME-25NOV01CENTNEBR-NEBR,Central Oklahoma at Nebraska-Kearney Winner?,NEBR,KXNCAAFGAME,Central Oklahoma,Nebraska-Kearney,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01WESTUNIV,KXNCAAFGAME-25NOV01WESTUNIV-UNIV,West Virginia Wesleyan at University Of Charleston (WV) Winner?,UNIV,KXNCAAFGAME,West Virginia Wesleyan,University Of Charleston (WV),1762016400,API_UPDATE
KXNCAAFGAME-25NOV01FAIRWEST,KXNCAAFGAME-25NOV01FAIRWEST-WEST,Fairmont State at West Liberty Winner?,WEST,KXNCAAFGAME,Fairmont State,West Liberty,1762016400,API_UPDATE
KXNCAAFGAME-25NOV01SHENRAND,KXNCAAFGAME-25NOV01SHENRAND-RAND,Shenandoah at Randolph-Macon Winner?,RAND,KXNCAAFGAME,Shenandoah,Randolph-Macon,1762016400,API_UPDATE
