event_ticker,market_ticker,market_title,yes_subtitle,series_ticker,away_team,home_team,kickoff_ts,matched_via
KXNCAAFGAME-25NOV01NORTMETH,KXNCAAFGAME-25NOV01NORTMETH-METH,North Carolina Wesleyan at Methodist Winner?,METH,KXNCAAFGAME,North Carolina Wesleyan,Methodist,1762030800,API_UPDATE
KXNCAAFGAME-25NOV01TEXAWEST,KXNCAAFGAME-25NOV01TEXAWEST-WEST,Texas A&M-Kingsville at West Texas A&M Winner?,WEST,KXNCAAFGAME,Texas A&M-Kingsville,West Texas A&M,1762030800,API_UPDATE
KXNCAAFGAME-25NOV01SOUTMURR,KXNCAAFGAME-25NOV01SOUTMURR-MURR,Southern Illinois at Murray State Winner?,MURR,KXNCAAFGAME,Southern Illinois,Murray State,1762030800,API_UPDATE
KXNCAAFGAME-25NOV01PORTCALP,KXNCAAFGAME-25NOV01PORTCALP-CALP,Portland State at Cal Poly Winner?,CALP,KXNCAAFGAME,Portland State,Cal Poly,1762030800,API_UPDATE
KXNCAAFGAME-25NOV01VIRGBLUE,KXNCAAFGAME-25NOV01VIRGBLUE-BLUE,Virginia Union at Bluefield State Winner?,BLUE,KXNCAAFGAME,Virginia Union,Bluefield State,1762034400,API_UPDATE
KXNCAAFGAME-25NOV01CASEWASH,KXNCAAFGAME-25NOV01CASEWASH-WASH,Case Western Reserve at Washington & Jefferson Winner?,WASH,KXNCAAFGAME,Case Western Reserve,Washington & Jefferson,1762034400,API_UPDATE
KXNCAAFGAME-25NOV01MILEFORT,KXNCAAFGAME-25NOV01MILEFORT-FORT,Miles College at Fort Valley State Winner?,FORT,KXNCAAFGAME,Miles College,Fort Valley State,1762034400,API_UPDATE
KXNCAAFGAME-25NOV01GUILROAN,KXNCAAFGAME-25NOV01GUILROAN-ROAN,Guilford College at Roanoke College Winner?,ROAN,KXNCAAFGAME,Guilford College,Roanoke College,1762034400,API_UPDATE
KXNCAAFGAME-25NOV01JACKFLOR,KXNCAAFGAME-25NOV01JACKFLOR-FLOR,Jackson State at Florida A&M Winner?,FLOR,KXNCAAFGAME,Jackson State,Florida A&M,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01CENTHEND,KXNCAAFGAME-25NOV01CENTHEND-HEND,CENTENARY at Hendrix College Winner?,HEND,KXNCAAFGAME,CENTENARY,Hendrix College,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01TEXAMCMU,KXNCAAFGAME-25NOV01TEXAMCMU-MCMU,Texas Lutheran at McMurry Winner?,MCMU,KXNCAAFGAME,Texas Lutheran,McMurry,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01UTRISTEP,KXNCAAFGAME-25NOV01UTRISTEP-STEP,UT Rio Grande Valley at Stephen F. Austin Winner?,STEP,KXNCAAFGAME,UT Rio Grande Valley,Stephen F. Austin,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01ARIZCOLO,KXNCAAFGAME-25NOV01ARIZCOLO-COLO,Arizona at Colorado Winner?,COLO,KXNCAAFGAME,Arizona,Colorado,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01SCARMISS,KXNCAAFGAME-25NOV01SCARMISS-MISS,South Carolina at Ole Miss Winner?,MISS,KXNCAAFGAME,South Carolina,Ole Miss,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01LINCNORT,KXNCAAFGAME-25NOV01LINCNORT-NORT,Lincoln (CA) at Northeastern State Winner?,NORT,KXNCAAFGAME,Lincoln (CA),Northeastern State,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01WYOSDSU,KXNCAAFGAME-25NOV01WYOSDSU-SDSU,Wyoming at San Diego State Winner?,SDSU,KXNCAAFGAME,Wyoming,San Diego State,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01PURMICH,KXNCAAFGAME-25NOV01PURMICH-MICH,Purdue at Michigan Winner?,MICH,KXNCAAFGAME,Purdue,Michigan,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01EASTSELO,KXNCAAFGAME-25NOV01EASTSELO-SELO,East Texas A&M at SE Louisiana Winner?,SELO,KXNCAAFGAME,East Texas A&M,SE Louisiana,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01NORTMCNE,KXNCAAFGAME-25NOV01NORTMCNE-MCNE,Northwestern State at McNeese Winner?,MCNE,KXNCAAFGAME,Northwestern State,McNeese,1762038000,API_UPDATE
KXNCAAFGAME-25NOV01USCNEB,KXNCAAFGAME-25NOV01USCNEB-NEB,USC at Nebraska Winner?,NEB,KXNCAAFGAME,USC,Nebraska,1762039800,API_UPDATE
KXNCAAFGAME-25NOV01WSUORST,KXNCAAFGAME-25NOV01WSUORST-ORST,Washington State at Oregon State Winner?,ORST,KXNCAAFGAME,Washington State,Oregon State,1762039800,API_UPDATE
KXNCAAFGAME-25NOV01GTNCST,KXNCAAFGAME-25NOV01GTNCST-NCST,Georgia Tech at NC State Winner?,NCST,KXNCAAFGAME,Georgia Tech,NC State,1762039800,API_UPDATE
KXNCAAFGAME-25NOV01OKLATENN,KXNCAAFGAME-25NOV01OKLATENN-TENN,Oklahoma at Tennessee Winner?,TENN,KXNCAAFGAME,Oklahoma,Tennessee,1762039800,API_UPDATE
KXNCAAFGAME-25NOV01WAKEFSU,KXNCAAFGAME-25NOV01WAKEFSU-FSU,Wake Forest at Florida State Winner?,FSU,KXNCAAFGAME,Wake Forest,Florida State,1762039800,API_UPDATE
KXNCAAFGAME-25NOV01UKAUB,KXNCAAFGAME-25NOV01UKAUB-AUB,Kentucky at Auburn Winner?,AUB,KXNCAAFGAME,Kentucky,Auburn,1762039800,API_UPDATE
KXNCAAFGAME-25NOV02ARKATROY,KXNCAAFGAME-25NOV02ARKATROY-TROY,Arkansas State at Troy Winner?,TROY,KXNCAAFGAME,Arkansas State,Troy,1762041600,API_UPDATE
KXNCAAFGAME-25NOV02SULREAST,KXNCAAFGAME-25NOV02SULREAST-EAST,Sul Ross State at Eastern New Mexico Winner?,EAST,KXNCAAFGAME,Sul Ross State,Eastern New Mexico,1762041600,API_UPDATE
KXNCAAFGAME-25NOV02ST.OMACA,KXNCAAFGAME-25NOV02ST.OMACA-MACA,St. Olaf at Macalester Winner?,MACA,KXNCAAFGAME,St. Olaf,Macalester,1762041600,API_UPDATE
KXNCAAFGAME-25NOV02AUSTSOUT,KXNCAAFGAME-25NOV02AUSTSOUT-SOUT,Austin Peay at Southern Utah Winner?,SOUT,KXNCAAFGAME,Austin Peay,Southern Utah,1762043400,API_UPDATE
KXNCAAFGAME-25NOV02ANGECENT,KXNCAAFGAME-25NOV02ANGECENT-CENT,Angelo State at Central Washington Winner?,CENT,KXNCAAFGAME,Angelo State,Central Washington,1762045200,API_UPDATE
KXNCAAFGAME-25NOV02POMOCHAP,KXNCAAFGAME-25NOV02POMOCHAP-CHAP,Pomona Pitzer at Chapman Winner?,CHAP,KXNCAAFGAME,Pomona Pitzer,Chapman,1762048800,API_UPDATE
KXNCAAFGAME-25NOV02CINUTAH,KXNCAAFGAME-25NOV02CINUTAH-UTAH,Cincinnati at Utah Winner?,UTAH,KXNCAAFGAME,Cincinnati,Utah,1762049700,API_UPDATE
KXNCAAFGAME-25NOV02HAWASJSU,KXNCAAFGAME-25NOV02HAWASJSU-SJSU,Hawai'i at San José State Winner?,SJSU,KXNCAAFGAME,Hawai'i,San José State,1762050600,API_UPDATE
KXNCAAFGAME-25NOV04MOHOHIO,KXNCAAFGAME-25NOV04MOHOHIO-OHIO,Miami (OH) at Ohio Winner?,OHIO,KXNCAAFGAME,Miami (OH),Ohio,1762300800,API_UPDATE
KXNCAAFGAME-25NOV04MASSAKR,KXNCAAFGAME-25NOV04MASSAKR-AKR,Massachusetts at Akron Winner?,AKR,KXNCAAFGAME,Massachusetts,Akron,1762300800,API_UPDATE
KXNCAAFGAME-25NOV05NIUTOL,KXNCAAFGAME-25NOV05NIUTOL-TOL,Northern Illinois at Toledo Winner?,TOL,KXNCAAFGAME,Northern Illinois,Toledo,1762318800,API_UPDATE
KXNCAAFGAME-25NOV05KENTBALL,KXNCAAFGAME-25NOV05KENTBALL-BALL,Kent State at Ball State Winner?,BALL,KXNCAAFGAME,Kent State,Ball State,1762318800,API_UPDATE
KXNCAAFGAME-25NOV06UTSAUSF,KXNCAAFGAME-25NOV06UTSAUSF-USF,UTSA at South Florida Winner?,USF,KXNCAAFGAME,UTSA,South Florida,1762475400,API_UPDATE
KXNCAAFGAME-25NOV06GASOAPPS,KXNCAAFGAME-25NOV06GASOAPPS-APPS,Georgia Southern at App State Winner?,APPS,KXNCAAFGAME,Georgia Southern,App State,1762475400,API_UPDATE
KXNCAAFGAME-25NOV07HOUUCF,KXNCAAFGAME-25NOV07HOUUCF-UCF,Houston at UCF Winner?,UCF,KXNCAAFGAME,Houston,UCF,1762491600,API_UPDATE
KXNCAAFGAME-25NOV08DELAMORG,KXNCAAFGAME-25NOV08DELAMORG-MORG,Delaware State at Morgan State Winner?,MORG,KXNCAAFGAME,Delaware State,Morgan State,1762560000,API_UPDATE
KXNCAAFGAME-25NOV08HARVCOLU,KXNCAAFGAME-25NOV08HARVCOLU-COLU,Harvard at Columbia Winner?,COLU,KXNCAAFGAME,Harvard,Columbia,1762560000,API_UPDATE
KXNCAAFGAME-25NOV08NWUSC,KXNCAAFGAME-25NOV08NWUSC-USC,Northwestern at USC Winner?,USC,KXNCAAFGAME,Northwestern,USC,1762567200,API_UPDATE
KXNCAAFGAME-25NOV08TULNMEM,KXNCAAFGAME-25NOV08TULNMEM-MEM,Tulane at Memphis Winner?,MEM,KXNCAAFGAME,Tulane,Memphis,1762567200,API_UPDATE
KXNCAAFGAME-25NOV08FLORMTSU,KXNCAAFGAME-25NOV08FLORMTSU-MTSU,Florida International at Middle Tennessee Winner?,MTSU,KXNCAAFGAME,Florida International,Middle Tennessee,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08USMARKA,KXNCAAFGAME-25NOV08USMARKA-ARKA,Southern Miss at Arkansas State Winner?,ARKA,KXNCAAFGAME,Southern Miss,Arkansas State,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08TXSTULL,KXNCAAFGAME-25NOV08TXSTULL-ULL,Texas State at Louisiana Winner?,ULL,KXNCAAFGAME,Texas State,Louisiana,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08HENDMCMU,KXNCAAFGAME-25NOV08HENDMCMU-MCMU,Hendrix College at McMurry Winner?,MCMU,KXNCAAFGAME,Hendrix College,McMurry,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08PACEAMER,KXNCAAFGAME-25NOV08PACEAMER-AMER,Pace at American International Winner?,AMER,KXNCAAFGAME,Pace,American International,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08UABRICE,KXNCAAFGAME-25NOV08UABRICE-RICE,UAB at Rice Winner?,RICE,KXNCAAFGAME,UAB,Rice,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08COLOWVU,KXNCAAFGAME-25NOV08COLOWVU-WVU,Colorado at West Virginia Winner?,WVU,KXNCAAFGAME,Colorado,West Virginia,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08AFASJSU,KXNCAAFGAME-25NOV08AFASJSU-SJSU,Air Force at San José State Winner?,SJSU,KXNCAAFGAME,Air Force,San José State,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08UNLVCSU,KXNCAAFGAME-25NOV08UNLVCSU-CSU,UNLV at Colorado State Winner?,CSU,KXNCAAFGAME,UNLV,Colorado State,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08GEORCCAR,KXNCAAFGAME-25NOV08GEORCCAR-CCAR,Georgia State at Coastal Carolina Winner?,CCAR,KXNCAAFGAME,Georgia State,Coastal Carolina,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08JMUMRSH,KXNCAAFGAME-25NOV08JMUMRSH-MRSH,James Madison at Marshall Winner?,MRSH,KXNCAAFGAME,James Madison,Marshall,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08TLSAFAU,KXNCAAFGAME-25NOV08TLSAFAU-FAU,Tulsa at Florida Atlantic Winner?,FAU,KXNCAAFGAME,Tulsa,Florida Atlantic,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08BGSUEMU,KXNCAAFGAME-25NOV08BGSUEMU-EMU,Bowling Green at Eastern Michigan Winner?,EMU,KXNCAAFGAME,Bowling Green,Eastern Michigan,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08MISSLIB,KXNCAAFGAME-25NOV08MISSLIB-LIB,Missouri State at Liberty Winner?,LIB,KXNCAAFGAME,Missouri State,Liberty,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08LTDELA,KXNCAAFGAME-25NOV08LTDELA-DELA,Louisiana Tech at Delaware Winner?,DELA,KXNCAAFGAME,Louisiana Tech,Delaware,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08BYUTTU,KXNCAAFGAME-25NOV08BYUTTU-TTU,BYU at Texas Tech Winner?,TTU,KXNCAAFGAME,BYU,Texas Tech,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08JACKUTEP,KXNCAAFGAME-25NOV08JACKUTEP-UTEP,Jacksonville State at UTEP Winner?,UTEP,KXNCAAFGAME,Jacksonville State,UTEP,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08KENNNMSU,KXNCAAFGAME-25NOV08KENNNMSU-NMSU,Kennesaw State at New Mexico State Winner?,NMSU,KXNCAAFGAME,Kennesaw State,New Mexico State,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08CHARECU,KXNCAAFGAME-25NOV08CHARECU-ECU,Charlotte at East Carolina Winner?,ECU,KXNCAAFGAME,Charlotte,East Carolina,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08AUBVAN,KXNCAAFGAME-25NOV08AUBVAN-VAN,Auburn at Vanderbilt Winner?,VAN,KXNCAAFGAME,Auburn,Vanderbilt,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08LINCWEST,KXNCAAFGAME-25NOV08LINCWEST-WEST,Lincoln (CA) at West Alabama Winner?,WEST,KXNCAAFGAME,Lincoln (CA),West Alabama,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08SOUTSOUT,KXNCAAFGAME-25NOV08SOUTSOUT-SOUT,South Dakota State at South Dakota Winner?,SOUT,KXNCAAFGAME,South Dakota State,South Dakota,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08DUQULONG,KXNCAAFGAME-25NOV08DUQULONG-LONG,Duquesne at Long Island University Winner?,LONG,KXNCAAFGAME,Duquesne,Long Island University,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08MERCST.F,KXNCAAFGAME-25NOV08MERCST.F-ST.F,Mercyhurst at St. Francis (PA) Winner?,ST.F,KXNCAAFGAME,Mercyhurst,St. Francis (PA),1762578000,API_UPDATE
KXNCAAFGAME-25NOV08BETHGRAM,KXNCAAFGAME-25NOV08BETHGRAM-GRAM,Bethune-Cookman at Grambling Winner?,GRAM,KXNCAAFGAME,Bethune-Cookman,Grambling,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08MDRUTG,KXNCAAFGAME-25NOV08MDRUTG-RUTG,Maryland at Rutgers Winner?,RUTG,KXNCAAFGAME,Maryland,Rutgers,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08INDPSU,KXNCAAFGAME-25NOV08INDPSU-PSU,Indiana at Penn State Winner?,PSU,KXNCAAFGAME,Indiana,Penn State,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08OSUPUR,KXNCAAFGAME-25NOV08OSUPUR-PUR,Ohio State at Purdue Winner?,PUR,KXNCAAFGAME,Ohio State,Purdue,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08FSUCLEM,KXNCAAFGAME-25NOV08FSUCLEM-CLEM,Florida State at Clemson Winner?,CLEM,KXNCAAFGAME,Florida State,Clemson,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08OREIOWA,KXNCAAFGAME-25NOV08OREIOWA-IOWA,Oregon at Iowa Winner?,IOWA,KXNCAAFGAME,Oregon,Iowa,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08LSUALA,KXNCAAFGAME-25NOV08LSUALA-ALA,LSU at Alabama Winner?,ALA,KXNCAAFGAME,LSU,Alabama,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08SYRMIA,KXNCAAFGAME-25NOV08SYRMIA-MIA,Syracuse at Miami Winner?,MIA,KXNCAAFGAME,Syracuse,Miami,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08FLAUK,KXNCAAFGAME-25NOV08FLAUK-UK,Florida at Kentucky Winner?,UK,KXNCAAFGAME,Florida,Kentucky,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08SMUBC,KXNCAAFGAME-25NOV08SMUBC-BC,SMU at Boston College Winner?,BC,KXNCAAFGAME,SMU,Boston College,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08TXAMMIZZ,KXNCAAFGAME-25NOV08TXAMMIZZ-MIZZ,Texas A&M at Missouri Winner?,MIZZ,KXNCAAFGAME,Texas A&M,Missouri,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08ISUTCU,KXNCAAFGAME-25NOV08ISUTCU-TCU,Iowa State at TCU Winner?,TCU,KXNCAAFGAME,Iowa State,TCU,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08NEBUCLA,KXNCAAFGAME-25NOV08NEBUCLA-UCLA,Nebraska at UCLA Winner?,UCLA,KXNCAAFGAME,Nebraska,UCLA,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08WASHWIS,KXNCAAFGAME-25NOV08WASHWIS-WIS,Washington at Wisconsin Winner?,WIS,KXNCAAFGAME,Washington,Wisconsin,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08CALLOU,KXNCAAFGAME-25NOV08CALLOU-LOU,California at Louisville Winner?,LOU,KXNCAAFGAME,California,Louisville,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08STANUNC,KXNCAAFGAME-25NOV08STANUNC-UNC,Stanford at North Carolina Winner?,UNC,KXNCAAFGAME,Stanford,North Carolina,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08WAKEUVA,KXNCAAFGAME-25NOV08WAKEUVA-UVA,Wake Forest at Virginia Winner?,UVA,KXNCAAFGAME,Wake Forest,Virginia,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08KUARIZ,KXNCAAFGAME-25NOV08KUARIZ-ARIZ,Kansas at Arizona Winner?,ARIZ,KXNCAAFGAME,Kansas,Arizona,1762578000,API_UPDATE
KXNCAAFGAME-25NOV08MORAJUNI,KXNCAAFGAME-25NOV08MORAJUNI-JUNI,Moravian at Juniata College Winner?,JUNI,KXNCAAFGAME,Moravian,Juniata College,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08HOBAHILB,KXNCAAFGAME-25NOV08HOBAHILB-HILB,Hobart College at Hilbert College Winner?,HILB,KXNCAAFGAME,Hobart College,Hilbert College,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08NORTDAVE,KXNCAAFGAME-25NOV08NORTDAVE-DAVE,Northern Michigan at Davenport Winner?,DAVE,KXNCAAFGAME,Northern Michigan,Davenport,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08KENTLAKE,KXNCAAFGAME-25NOV08KENTLAKE-LAKE,Kentucky Wesleyan at Lake Erie Winner?,LAKE,KXNCAAFGAME,Kentucky Wesleyan,Lake Erie,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08OHIOTHOM,KXNCAAFGAME-25NOV08OHIOTHOM-THOM,Ohio Dominican at Thomas More College Winner?,THOM,KXNCAAFGAME,Ohio Dominican,Thomas More College,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08TIFFNORT,KXNCAAFGAME-25NOV08TIFFNORT-NORT,Tiffin at Northwood (MI) Winner?,NORT,KXNCAAFGAME,Tiffin,Northwood (MI),1762621200,API_UPDATE
KXNCAAFGAME-25NOV08ASSUBENT,KXNCAAFGAME-25NOV08ASSUBENT-BENT,Assumption at Bentley Winner?,BENT,KXNCAAFGAME,Assumption,Bentley,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08UGAMSST,KXNCAAFGAME-25NOV08UGAMSST-MSST,Georgia at Mississippi State Winner?,MSST,KXNCAAFGAME,Georgia,Mississippi State,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08TEMARMY,KXNCAAFGAME-25NOV08TEMARMY-ARMY,Temple at Army Winner?,ARMY,KXNCAAFGAME,Temple,Army,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08PENNGANN,KXNCAAFGAME-25NOV08PENNGANN-GANN,PennWest California at Gannon Winner?,GANN,KXNCAAFGAME,PennWest California,Gannon,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08INDICLAR,KXNCAAFGAME-25NOV08INDICLAR-CLAR,Indiana-Pennsylvania at Clarion Winner?,CLAR,KXNCAAFGAME,Indiana-Pennsylvania,Clarion,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08SLIPEDIN,KXNCAAFGAME-25NOV08SLIPEDIN-EDIN,Slippery Rock at Edinboro University Winner?,EDIN,KXNCAAFGAME,Slippery Rock,Edinboro University,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08HILLWALS,KXNCAAFGAME-25NOV08HILLWALS-WALS,Hillsdale at Walsh Winner?,WALS,KXNCAAFGAME,Hillsdale,Walsh,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08MCDAJOHN,KXNCAAFGAME-25NOV08MCDAJOHN-JOHN,McDaniel College at Johns Hopkins University Winner?,JOHN,KXNCAAFGAME,McDaniel College,Johns Hopkins University,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08FRANCARN,KXNCAAFGAME-25NOV08FRANCARN-CARN,Franklin & Marshall at Carnegie Mellon Winner?,CARN,KXNCAAFGAME,Franklin & Marshall,Carnegie Mellon,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08BROCCORT,KXNCAAFGAME-25NOV08BROCCORT-CORT,Brockport at Cortland Winner?,CORT,KXNCAAFGAME,Brockport,Cortland,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08HAMIBATE,KXNCAAFGAME-25NOV08HAMIBATE-BATE,Hamilton at Bates Winner?,BATE,KXNCAAFGAME,Hamilton,Bates,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08TRINWESL,KXNCAAFGAME-25NOV08TRINWESL-WESL,Trinity (CT) at Wesleyan University (CT) Winner?,WESL,KXNCAAFGAME,Trinity (CT),Wesleyan University (CT),1762621200,API_UPDATE
KXNCAAFGAME-25NOV08CATHWEST,KXNCAAFGAME-25NOV08CATHWEST-WEST,Catholic at Western Connecticut St Winner?,WEST,KXNCAAFGAME,Catholic,Western Connecticut St,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08UNIOUNIV,KXNCAAFGAME-25NOV08UNIOUNIV-UNIV,Union (NY) at University of Rochester (NY) Winner?,UNIV,KXNCAAFGAME,Union (NY),University of Rochester (NY),1762621200,API_UPDATE
KXNCAAFGAME-25NOV08WILLAMHE,KXNCAAFGAME-25NOV08WILLAMHE-AMHE,Williams at Amherst Winner?,AMHE,KXNCAAFGAME,Williams,Amherst,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08HUSSNICH,KXNCAAFGAME-25NOV08HUSSNICH-NICH,Husson at Nichols College Winner?,NICH,KXNCAAFGAME,Husson,Nichols College,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08ENDINEWE,KXNCAAFGAME-25NOV08ENDINEWE-NEWE,Endicott College at New England College Winner?,NEWE,KXNCAAFGAME,Endicott College,New England College,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08FURMCHAT,KXNCAAFGAME-25NOV08FURMCHAT-CHAT,Furman at Chattanooga Winner?,CHAT,KXNCAAFGAME,Furman,Chattanooga,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08WILKSUSQ,KXNCAAFGAME-25NOV08WILKSUSQ-SUSQ,Wilkes at Susquehanna Winner?,SUSQ,KXNCAAFGAME,Wilkes,Susquehanna,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08DEANFRAM,KXNCAAFGAME-25NOV08DEANFRAM-FRAM,Dean College at Framingham State Winner?,FRAM,KXNCAAFGAME,Dean College,Framingham State,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08HOLYLEHI,KXNCAAFGAME-25NOV08HOLYLEHI-LEHI,Holy Cross at Lehigh Winner?,LEHI,KXNCAAFGAME,Holy Cross,Lehigh,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08YALEBROW,KXNCAAFGAME-25NOV08YALEBROW-BROW,Yale at Brown Winner?,BROW,KXNCAAFGAME,Yale,Brown,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08VIRGSACR,KXNCAAFGAME-25NOV08VIRGSACR-SACR,Virginia University Of Lynchburg at Sacred Heart Winner?,SACR,KXNCAAFGAME,Virginia University Of Lynchburg,Sacred Heart,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08NORTSTON,KXNCAAFGAME-25NOV08NORTSTON-STON,North Carolina A&T at Stony Brook Winner?,STON,KXNCAAFGAME,North Carolina A&T,Stony Brook,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08NEWHMONM,KXNCAAFGAME-25NOV08NEWHMONM-MONM,New Hampshire at Monmouth Winner?,MONM,KXNCAAFGAME,New Hampshire,Monmouth,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08WESTUMAS,KXNCAAFGAME-25NOV08WESTUMAS-UMAS,Westfield State at UMass Dartmouth Winner?,UMAS,KXNCAAFGAME,Westfield State,UMass Dartmouth,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08COASSPRI,KXNCAAFGAME-25NOV08COASSPRI-SPRI,Coast Guard at Springfield Winner?,SPRI,KXNCAAFGAME,Coast Guard,Springfield,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08SALVNORW,KXNCAAFGAME-25NOV08SALVNORW-NORW,Salve Regina at Norwich Winner?,NORW,KXNCAAFGAME,Salve Regina,Norwich,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08GREENORT,KXNCAAFGAME-25NOV08GREENORT-NORT,Greensboro College at North Carolina Wesleyan Winner?,NORT,KXNCAAFGAME,Greensboro College,North Carolina Wesleyan,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08ALBIOLIV,KXNCAAFGAME-25NOV08ALBIOLIV-OLIV,Albion at Olivet College Winner?,OLIV,KXNCAAFGAME,Albion,Olivet College,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08WESTMAIN,KXNCAAFGAME-25NOV08WESTMAIN-MAIN,Western New England at Maine Maritime Winner?,MAIN,KXNCAAFGAME,Western New England,Maine Maritime,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08BIDDCURR,KXNCAAFGAME-25NOV08BIDDCURR-CURR,Biddeford at Curry College Winner?,CURR,KXNCAAFGAME,Biddeford,Curry College,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08FITCPLYM,KXNCAAFGAME-25NOV08FITCPLYM-PLYM,Fitchburg State at Plymouth State Winner?,PLYM,KXNCAAFGAME,Fitchburg State,Plymouth State,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08WABAOBER,KXNCAAFGAME-25NOV08WABAOBER-OBER,Wabash College at Oberlin Winner?,OBER,KXNCAAFGAME,Wabash College,Oberlin,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08STEVALBR,KXNCAAFGAME-25NOV08STEVALBR-ALBR,Stevenson at Albright Winner?,ALBR,KXNCAAFGAME,Stevenson,Albright,1762621200,API_UPDATE
KXNCAAFGAME-25NOV08FDU-EAST,KXNCAAFGAME-25NOV08FDU-EAST-EAST,FDU-Florham at Eastern University Winner?,EAST,KXNCAAFGAME,FDU-Florham,Eastern University,1762621200,API_UPDATE
