date,time_et,kickoff_utc,kickoff_ts,away_team,home_team,away_rank,home_rank
"Friday, October 10",7:30pm,2025-10-10T23:30:00+00:00,1760139000,USF,North Texas,24,
"Friday, October 10",9:00pm,2025-10-11T01:00:00+00:00,1760144400,Washington,Rutgers,,
"Friday, October 10",9:00pm,2025-10-11T01:00:00+00:00,1760144400,Colorado State,Fresno State,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Cincinnati,UCF,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Army,Charlotte,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Miami (Ohio),Akron,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Ohio State,Illinois,1,17
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,UCLA,Michigan State,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Alabama,Missouri,8,14
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Pitt,Florida State,,25
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,SMU,Stanford,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Houston,Oklahoma State,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,Bowling Green,Toledo,,
"Saturday, October 11",12:00pm,2025-10-11T16:00:00+00:00,1760198400,James Madison,Louisiana,,
"Saturday, October 11",12:45pm,2025-10-11T16:45:00+00:00,1760201100,Ole Miss,Washington State,4,
"Saturday, October 11",1:00pm,2025-10-11T17:00:00+00:00,1760202000,Eastern Michigan,NIU,,
"Saturday, October 11",2:30pm,2025-10-11T18:30:00+00:00,1760207400,Kent State,UMass,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Notre Dame,NC State,16,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Marshall,Old Dominion,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Western Michigan,Ball State,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Appalachian State,Georgia State,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,UNLV,Air Force,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Kansas State,TCU,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Colorado,Iowa State,,22
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Wake Forest,Oregon State,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Georgia Tech,Virginia Tech,13,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Texas,Oklahoma,,6
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Northwestern,Penn State,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Nebraska,Maryland,,
"Saturday, October 11",3:30pm,2025-10-11T19:30:00+00:00,1760211000,Indiana,Oregon,7,3
"Saturday, October 11",4:00pm,2025-10-11T20:00:00+00:00,1760212800,Navy,Temple,,
"Saturday, October 11",4:15pm,2025-10-11T20:15:00+00:00,1760213700,Tennessee,Arkansas,12,
"Saturday, October 11",6:00pm,2025-10-11T22:00:00+00:00,1760220000,Florida Atlantic,UAB,,
"Saturday, October 11",7:00pm,2025-10-11T23:00:00+00:00,1760223600,Coastal Carolina,ULM,,
"Saturday, October 11",7:00pm,2025-10-11T23:00:00+00:00,1760223600,Wyoming,San Jose State,,
"Saturday, October 11",7:00pm,2025-10-11T23:00:00+00:00,1760223600,Texas A&M,Florida,5,
"Saturday, October 11",7:00pm,2025-10-11T23:00:00+00:00,1760223600,Iowa,Wisconsin,,
"Saturday, October 11",7:30pm,2025-10-11T23:30:00+00:00,1760225400,USC,Michigan,,15
"Saturday, October 11",7:30pm,2025-10-11T23:30:00+00:00,1760225400,Minnesota,Purdue,,
"Saturday, October 11",7:30pm,2025-10-11T23:30:00+00:00,1760225400,Georgia,Auburn,10,
"Saturday, October 11",7:30pm,2025-10-11T23:30:00+00:00,1760225400,Clemson,Boston College,,
"Saturday, October 11",7:30pm,2025-10-11T23:30:00+00:00,1760225400,Texas Tech,Kansas,9,
"Saturday, October 11",7:30pm,2025-10-11T23:30:00+00:00,1760225400,UTSA,Rice,,
"Saturday, October 11",7:45pm,2025-10-11T23:45:00+00:00,1760226300,LSU,South Carolina,11,
"Saturday, October 11",8:00pm,2025-10-12T00:00:00+00:00,1760227200,BYU,Arizona,18,
"Saturday, October 11",8:00pm,2025-10-12T00:00:00+00:00,1760227200,Troy,Texas State,,
"Saturday, October 11",9:45pm,2025-10-12T01:45:00+00:00,1760233500,Boise State,New Mexico,,
"Saturday, October 11",10:15pm,2025-10-12T02:15:00+00:00,1760235300,Utah,Arizona State,,21
"Saturday, October 11",10:30pm,2025-10-12T02:30:00+00:00,1760236200,San Diego State,Nevada,,
"Saturday, October 11",11:59pm,2025-10-12T03:59:00+00:00,1760241540,Hawaii,Utah State,,
"Wednesday, November 5",7:00pm,2025-11-05T23:00:00+00:00,1762318800,Kent State,Ball State,,
"Wednesday, November 5",7:00pm,2025-11-05T23:00:00+00:00,1762318800,Northern Illinois,Toledo,,
"Thursday, November 6",7:30pm,2025-11-07T00:30:00+00:00,1762475400,Georgia Southern,Appalachian St,,
"Thursday, November 6",7:30pm,2025-11-07T00:30:00+00:00,1762475400,UTSA,South Florida,,
"Friday, November 7",12:00am,2025-11-07T05:00:00+00:00,1762491600,Houston,UCF,,
"Friday, November 7",9:00pm,2025-11-08T02:00:00+00:00,1762567200,Northwestern,USC,,
"Friday, November 7",9:00pm,2025-11-08T02:00:00+00:00,1762567200,Tulane,Memphis,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,BYU,Texas Tech,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,Colorado,West Virginia,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,Indiana,Penn State,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,James Madison,Marshall,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,SMU,Boston College,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,Temple,Army,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,Georgia,Mississippi State,,
"Saturday, November 8",12:00pm,2025-11-08T17:00:00+00:00,1762621200,Southern Miss,Arkansas State,,
"Saturday, November 8",1:00pm,2025-11-08T18:00:00+00:00,1762624800,Bowling Green,Eastern Michigan,,
"Saturday, November 8",1:00pm,2025-11-08T18:00:00+00:00,1762624800,The Citadel,Ole Miss,,
"Saturday, November 8",1:00pm,2025-11-08T18:00:00+00:00,1762624800,Missouri State,Liberty,,
"Saturday, November 8",1:00pm,2025-11-08T18:00:00+00:00,1762624800,Ohio State,Purdue,,
"Saturday, November 8",2:00pm,2025-11-08T19:00:00+00:00,1762628400,UAB,Rice,,
"Saturday, November 8",2:30pm,2025-11-08T19:30:00+00:00,1762630200,Maryland,Rutgers,,
"Saturday, November 8",3:00pm,2025-11-08T20:00:00+00:00,1762632000,Charlotte,East Carolina,,
"Saturday, November 8",3:00pm,2025-11-08T20:00:00+00:00,1762632000,Florida International,Middle Tennessee,,
"Saturday, November 8",3:00pm,2025-11-08T20:00:00+00:00,1762632000,Louisiana Tech,Delaware,,
"Saturday, November 8",3:00pm,2025-11-08T20:00:00+00:00,1762632000,Tulsa,Florida Atlantic,,
"Saturday, November 8",3:30pm,2025-11-08T20:30:00+00:00,1762633800,Iowa State,TCU,,
"Saturday, November 8",3:30pm,2025-11-08T20:30:00+00:00,1762633800,Kansas,Arizona,,
"Saturday, November 8",3:30pm,2025-11-08T20:30:00+00:00,1762633800,Oregon,Iowa,,
"Saturday, November 8",3:30pm,2025-11-08T20:30:00+00:00,1762633800,Syracuse,Miami,,
"Saturday, November 8",3:30pm,2025-11-08T20:30:00+00:00,1762633800,Texas A&M,Missouri,,
"Saturday, November 8",4:00pm,2025-11-08T21:00:00+00:00,1762635600,Auburn,Vanderbilt,,
"Saturday, November 8",4:00pm,2025-11-08T21:00:00+00:00,1762635600,Georgia State,Coastal Carolina,,
"Saturday, November 8",4:00pm,2025-11-08T21:00:00+00:00,1762635600,Kennesaw State,New Mexico State,,
"Saturday, November 8",4:30pm,2025-11-08T21:30:00+00:00,1762637400,Stanford,North Carolina,,
"Saturday, November 8",4:30pm,2025-11-08T21:30:00+00:00,1762637400,Washington,Wisconsin,,
"Saturday, November 8",5:00pm,2025-11-08T22:00:00+00:00,1762639200,Texas State,Louisiana,,
"Saturday, November 8",6:00pm,2025-11-08T23:00:00+00:00,1762642800,Air Force,San Jose State,,
"Saturday, November 8",7:00pm,2025-11-09T00:00:00+00:00,1762646400,California,Louisville,,
